epoch,phase,lr,word_dropout,loss_total,loss_lm,loss_nce,loss_attn,loss_vocab,loss_disc,val_bertscore_f1,best_metric,epoch_time_s
46,2,1.11e-05,0.5885,5.598482,5.567367,0.000000,0.311150,0.007551,1.375186,0.695974,0.695974,105.0
47,2,9.74e-06,0.6000,5.632937,5.601986,0.000000,0.309518,0.007505,1.416072,0.695350,0.695974,103.5
48,2,8.44e-06,0.6115,5.653942,5.622824,0.000000,0.311180,0.007492,1.438411,0.695054,0.695974,104.1
49,2,7.21e-06,0.6231,5.673897,5.643263,0.000000,0.306343,0.007452,1.430427,0.694752,0.695974,103.4
50,2,6.05e-06,0.6346,5.703666,5.673209,0.000000,0.304577,0.007424,1.501501,0.695470,0.695974,102.8
51,2,4.96e-06,0.6462,5.733691,5.703414,0.000000,0.302774,0.007410,1.493424,0.696100,0.696100,103.6
52,2,3.96e-06,0.6577,5.756630,5.726196,0.000000,0.304341,0.007402,1.568412,0.696212,0.696212,102.3
53,2,3.06e-06,0.6692,5.798139,5.767899,0.000000,0.302402,0.007388,1.602403,0.696387,0.696387,102.9
54,2,2.26e-06,0.6808,5.832986,5.802816,0.000000,0.301700,0.007373,1.639009,0.695619,0.696387,103.3
55,2,1.58e-06,0.6923,5.866008,5.835929,0.000000,0.300791,0.007364,1.651794,0.695953,0.696387,104.4
56,2,1.01e-06,0.7038,5.903504,5.873378,0.000000,0.301258,0.007358,1.725165,0.695800,0.696387,103.3
57,2,5.64e-07,0.7154,5.939039,5.908884,0.000000,0.301552,0.007358,1.746656,0.695912,0.696387,103.3
58,2,2.46e-07,0.7269,5.977039,5.946924,0.000000,0.301158,0.007352,1.767755,0.696118,0.696387,103.5
59,2,5.76e-08,0.7385,6.014287,5.984263,0.000000,0.300243,0.007350,1.849293,0.696133,0.696387,104.1
60,2,2.71e-10,0.7500,6.056643,6.026547,0.000000,0.300957,0.007351,1.927857,0.696087,0.696387,103.1
