epoch,phase,lr,word_dropout,loss_total,loss_lm,loss_nce,loss_attn,loss_vocab,loss_disc,val_bertscore_f1,best_metric,epoch_time_s
18,1,4.97e-06,0.0000,9.575920,5.014245,2.280837,0.000000,0.017133,0.000000,0.668803,0.676914,54.6
19,1,1.18e-06,0.0000,9.572560,5.017099,2.277731,0.000000,0.017073,0.000000,0.667486,0.676914,55.3
20,1,5.54e-09,0.0000,9.564925,5.009666,2.277629,0.000000,0.017075,0.000000,0.667295,0.676914,54.6
21,2,4.68e-06,0.3000,10.154053,6.843815,1.655119,0.000000,0.016889,1.116131,0.688120,0.688120,100.3
22,2,9.36e-06,0.3115,9.774143,6.475589,1.649277,0.000000,0.016487,0.900790,0.684182,0.688120,105.3
23,2,1.40e-05,0.3231,9.623693,6.329459,1.647117,0.000000,0.015950,0.838790,0.681819,0.688120,103.1
24,2,1.87e-05,0.3346,9.534045,6.227921,1.653062,0.000000,0.015321,0.855705,0.680278,0.688120,104.2
25,2,2.34e-05,0.3462,9.405083,6.119587,1.642748,0.000000,0.014678,0.829388,0.680718,0.688120,98.8
26,2,2.81e-05,0.3577,9.304425,6.015847,1.644289,0.000000,0.014105,0.818537,0.679864,0.688120,98.3
27,2,3.00e-05,0.3692,9.180123,5.913344,1.633389,0.000000,0.013550,0.815411,0.681162,0.688120,102.4
28,2,2.98e-05,0.3808,9.070182,5.821034,1.624574,0.000000,0.013080,0.790603,0.687954,0.688120,100.6
29,2,2.96e-05,0.3923,8.975202,5.737177,1.619013,0.000000,0.012688,0.794965,0.689264,0.689264,99.7
30,2,2.92e-05,0.4038,8.886782,5.665927,1.610428,0.000000,0.012377,0.767591,0.687877,0.689264,103.2
31,2,2.86e-05,0.4154,8.787663,5.603817,1.591923,0.000000,0.012098,0.747461,0.690414,0.690414,103.0
32,2,2.80e-05,0.4269,8.755059,5.566873,1.594093,0.000000,0.011827,0.757319,0.687287,0.690414,99.8
33,2,2.72e-05,0.4385,8.687565,5.517712,1.584926,0.000000,0.011614,0.740363,0.688957,0.690414,104.7
34,2,2.64e-05,0.4500,8.631511,5.481908,1.574801,0.000000,0.011417,0.746381,0.687794,0.690414,99.4
35,2,2.54e-05,0.4615,8.604298,5.465472,1.569413,0.000000,0.011245,0.734648,0.690978,0.690978,108.2
36,2,2.43e-05,0.4731,8.562584,5.453385,1.554600,0.000000,0.011075,0.742732,0.691609,0.691609,103.6
37,2,2.32e-05,0.4846,8.529487,5.442811,1.543338,0.000000,0.010926,0.742485,0.689054,0.691609,101.7
38,2,2.20e-05,0.4962,8.519857,5.435932,1.541963,0.000000,0.010830,0.764959,0.690445,0.691609,106.1
39,2,2.07e-05,0.5077,8.489761,5.431586,1.529087,0.000000,0.010706,0.770031,0.692102,0.692102,93.5
40,2,1.94e-05,0.5192,8.486583,5.442741,1.521921,0.000000,0.010600,0.767746,0.691849,0.692102,96.8
41,2,1.80e-05,0.5308,8.477650,5.448668,1.514491,0.000000,0.010504,0.806581,0.692038,0.692102,99.9
42,2,1.66e-05,0.5423,8.493026,5.468234,1.512396,0.000000,0.010409,0.812479,0.692582,0.692582,99.5
43,2,1.52e-05,0.5538,8.476290,5.465798,1.505246,0.000000,0.010298,0.809682,0.693016,0.693016,110.6
44,2,1.38e-05,0.5654,8.491699,5.492392,1.499654,0.000000,0.010243,0.826625,0.694418,0.694418,106.3
45,2,1.24e-05,0.5769,8.493404,5.511894,1.490755,0.000000,0.010205,0.884139,0.693744,0.694418,102.7
46,2,1.11e-05,0.5885,8.512086,5.526931,1.492577,0.000000,0.010146,0.876793,0.693638,0.694418,115.9
47,2,9.74e-06,0.6000,8.525646,5.560811,1.482417,0.000000,0.010086,0.909561,0.694069,0.694418,114.7
48,2,8.44e-06,0.6115,8.559698,5.589338,1.485180,0.000000,0.010046,0.950448,0.694287,0.694418,111.7
49,2,7.21e-06,0.6231,8.567302,5.608183,1.479560,0.000000,0.009983,0.975978,0.694033,0.694418,94.9
50,2,6.05e-06,0.6346,8.586106,5.635540,1.475283,0.000000,0.009955,1.005779,0.694104,0.694418,100.0
51,2,4.96e-06,0.6462,8.595617,5.664331,1.465643,0.000000,0.009921,1.056866,0.693956,0.694418,100.3
